forecast_id,station_id,target_timestamp,lead_time_hours,forecast_issued_at,forecasted_temp_c,forecasted_precip_mm,forecasted_wind_kmh,forecasted_condition,forecasted_umbrella,forecasted_clothing,actual_temp_c,actual_precip_mm,actual_wind_kmh,actual_condition,actual_umbrella,actual_clothing,temp_error_c,precip_error_mm,wind_error_kmh,umbrella_correct,clothing_correct,condition_correct
FCST-001041,WS-004,2025-02-10 08:00:00,24,2025-02-09 08:00:00,6.0,0.1,0,rain,1,long_sleeves_light_layer,1.4,0,0,clear,0,light_jacket_or_sweater,4.6,0.1,0,0,0,0
FCST-001042,WS-004,2025-02-10 09:00:00,3,2025-02-10 06:00:00,1.6,0,6.2,clear,0,winter_coat_scarf_gloves,1.9,0,5.7,clear,0,warm_jacket_layers,-0.3,0,0.5,1,0,1
FCST-001043,WS-004,2025-02-10 10:00:00,12,2025-02-09 22:00:00,6.1,0,18.5,cloudy,0,warm_jacket_layers,2.4,0,7.9,clear,0,warm_jacket_layers,3.7,0,10.6,1,1,0
FCST-001044,WS-004,2025-02-10 11:00:00,12,2025-02-09 23:00:00,3.4,0,35.4,clear,0,winter_coat_scarf_gloves,2.9,0,17.1,clear,0,winter_coat_scarf_gloves,0.5,0,18.3,1,1,1
FCST-001045,WS-004,2025-02-10 12:00:00,6,2025-02-10 06:00:00,4.0,0.2,12.7,clear,0,warm_jacket_layers,3.8,0,18.1,clear,0,winter_coat_scarf_gloves,0.2,0.2,-5.4,1,0,1
FCST-001046,WS-004,2025-02-10 13:00:00,12,2025-02-10 01:00:00,6.2,0,0,clear,0,long_sleeves_light_layer,3.4,0,0,clear,0,long_sleeves_light_layer,2.8,0,0,1,1,1
FCST-001047,WS-004,2025-02-10 14:00:00,12,2025-02-10 02:00:00,1.3,1.1,15.9,clear,0,winter_coat_scarf_gloves,2.9,0,16.1,clear,0,winter_coat_scarf_gloves,-1.6,1.1,-0.2,1,1,1
FCST-001048,WS-004,2025-02-10 15:00:00,3,2025-02-10 12:00:00,1.8,0,0.7,clear,0,warm_jacket_layers,1.9,0,1.8,clear,0,warm_jacket_layers,-0.1,0,-1.1,1,1,1
FCST-001049,WS-004,2025-02-10 16:00:00,6,2025-02-10 10:00:00,2.8,0,3.5,clear,0,warm_jacket_layers,1.3,0,6.1,clear,0,winter_coat_scarf_gloves,1.5,0,-2.6,1,0,1
FCST-001050,WS-004,2025-02-10 17:00:00,6,2025-02-10 11:00:00,-1.3,0.2,0,clear,0,light_jacket_or_sweater,-0.9,0,2.9,clear,0,winter_coat_scarf_gloves,-0.4,0.2,-2.9,1,0,1
FCST-001051,WS-004,2025-02-10 18:00:00,6,2025-02-10 12:00:00,0.4,0,8.6,clear,0,winter_coat_scarf_gloves,-0.4,0,10.8,clear,0,winter_coat_scarf_gloves,0.8,0,-2.2,1,1,1
FCST-001052,WS-004,2025-02-10 19:00:00,3,2025-02-10 16:00:00,-1.5,0,21.2,clear,0,winter_coat_scarf_gloves,-1.8,0,20.4,clear,0,winter_coat_scarf_gloves,0.3,0,0.8,1,1,1
FCST-001053,WS-004,2025-02-10 20:00:00,6,2025-02-10 14:00:00,-5.9,0,13.0,clear,0,heavy_winter_coat_gloves_hat,-4.4,0,14.5,clear,0,winter_coat_scarf_gloves,-1.5,0,-1.5,1,0,1
FCST-001054,WS-004,2025-02-10 21:00:00,24,2025-02-09 21:00:00,-15.3,0,0.1,heavy_snow,0,winter_coat_scarf_gloves,-4.5,0,0.9,clear,0,winter_coat_scarf_gloves,-10.8,0,-0.8,1,1,0
FCST-001055,WS-004,2025-02-10 22:00:00,3,2025-02-10 19:00:00,-6.1,0,0.8,clear,0,winter_coat_scarf_gloves,-5.2,0,0.9,clear,0,winter_coat_scarf_gloves,-0.9,0,-0.1,1,1,1
FCST-001056,WS-004,2025-02-10 23:00:00,12,2025-02-10 11:00:00,-5.5,1.0,0,clear,0,light_jacket_or_sweater,-4.1,0,11.0,clear,0,winter_coat_scarf_gloves,-1.4,1.0,-11.0,1,0,1
FCST-001057,WS-001,2025-06-02 00:00:00,3,2025-06-01 21:00:00,16.1,0,7.4,clear,0,long_sleeves_light_layer,15.5,0,8.2,clear,0,long_sleeves_light_layer,0.6,0,-0.8,1,1,1
FCST-001058,WS-001,2025-06-02 01:00:00,6,2025-06-01 19:00:00,13.6,0,4.2,clear,0,light_jacket_or_sweater,14.4,0,7.3,clear,0,light_jacket_or_sweater,-0.8,0,-3.1,1,1,1
FCST-001059,WS-001,2025-06-02 02:00:00,1,2025-06-02 01:00:00,16.5,0,12.2,clear,0,long_sleeves_light_layer,16.6,0,12.3,clear,0,long_sleeves_light_layer,-0.1,0,-0.1,1,1,1
FCST-001060,WS-001,2025-06-02 03:00:00,12,2025-06-01 15:00:00,18.8,0,19.4,clear,0,long_sleeves_light_layer,16.5,0,8.3,clear,0,long_sleeves_light_layer,2.3,0,11.1,1,1,1
FCST-001061,WS-001,2025-06-02 04:00:00,12,2025-06-01 16:00:00,14.6,0.3,2.8,clear,0,light_jacket_or_sweater,16.5,0,8.5,clear,0,long_sleeves_light_layer,-1.9,0.3,-5.7,1,0,1
FCST-001062,WS-001,2025-06-02 05:00:00,12,2025-06-01 17:00:00,16.4,0.0,5.5,clear,0,long_sleeves_light_layer,19.2,0,7.9,clear,0,long_sleeves_light_layer,-2.8,0.0,-2.4,1,1,1
FCST-001063,WS-001,2025-06-02 06:00:00,3,2025-06-02 03:00:00,20.0,0.2,13.8,clear,0,long_sleeves_light_layer,20.7,0,11.2,clear,0,long_sleeves_light_layer,-0.7,0.2,2.6,1,1,1
FCST-001064,WS-001,2025-06-02 07:00:00,6,2025-06-02 01:00:00,19.7,0,2.8,clear,0,long_sleeves_light_layer,20.8,0,2.2,clear,0,long_sleeves_light_layer,-1.1,0,0.6,1,1,1
FCST-001065,WS-001,2025-06-02 08:00:00,24,2025-06-01 08:00:00,34.5,0.7,0,fog,0,very_light_clothing_stay_hydrated,23.5,0,0.5,clear,0,t_shirt_comfortable,11.0,0.7,-0.5,1,0,0
FCST-001066,WS-001,2025-06-02 09:00:00,24,2025-06-01 09:00:00,18.6,0,0,partly_cloudy,0,long_sleeves_light_layer,24.8,0,2.7,clear,0,t_shirt_comfortable,-6.2,0,-2.7,1,0,0
FCST-001067,WS-001,2025-06-02 10:00:00,24,2025-06-01 10:00:00,21.6,0.6,24.1,heavy_rain,1,long_sleeves_light_layer,25.9,0,13.3,clear,0,t_shirt_comfortable,-4.3,0.6,10.8,0,0,0
FCST-001068,WS-001,2025-06-02 11:00:00,12,2025-06-01 23:00:00,24.8,0.4,8.4,clear,0,t_shirt_comfortable,26.8,0,8.5,clear,0,t_shirt_comfortable,-2.0,0.4,-0.1,1,1,1
FCST-001069,WS-001,2025-06-02 12:00:00,24,2025-06-01 12:00:00,22.4,0.6,19.4,partly_cloudy,0,t_shirt_comfortable,25.5,0,16.5,clear,0,t_shirt_comfortable,-3.1,0.6,2.9,1,1,0
FCST-001070,WS-001,2025-06-02 13:00:00,1,2025-06-02 12:00:00,25.0,0.0,0.8,clear,0,t_shirt_comfortable,24.8,0,0.9,clear,0,t_shirt_comfortable,0.2,0.0,-0.1,1,1,1
FCST-001071,WS-001,2025-06-02 14:00:00,6,2025-06-02 08:00:00,25.1,0.6,0,clear,0,t_shirt_comfortable,24.9,0,0,clear,0,t_shirt_comfortable,0.2,0.6,0,1,1,1
FCST-001072,WS-001,2025-06-02 15:00:00,1,2025-06-02 14:00:00,23.7,0,6.2,clear,0,t_shirt_comfortable,23.8,0,6.1,clear,0,t_shirt_comfortable,-0.1,0,0.1,1,1,1
FCST-001073,WS-001,2025-06-02 16:00:00,1,2025-06-02 15:00:00,23.6,0.1,9.0,clear,0,t_shirt_comfortable,23.5,0,8.6,clear,0,t_shirt_comfortable,0.1,0.1,0.4,1,1,1
FCST-001074,WS-001,2025-06-02 17:00:00,12,2025-06-02 05:00:00,27.2,0.4,21.2,heavy_snow,0,t_shirt_comfortable,22.7,0,8.7,clear,0,t_shirt_comfortable,4.5,0.4,12.5,1,1,0
FCST-001075,WS-001,2025-06-02 18:00:00,1,2025-06-02 17:00:00,21.1,0.1,3.1,clear,0,long_sleeves_light_layer,21.0,0,3.5,clear,0,long_sleeves_light_layer,0.1,0.1,-0.4,1,1,1
FCST-001076,WS-001,2025-06-02 19:00:00,1,2025-06-02 18:00:00,19.4,0.0,0.3,clear,0,long_sleeves_light_layer,19.2,0,0,clear,0,long_sleeves_light_layer,0.2,0.0,0.3,1,1,1
FCST-001077,WS-001,2025-06-02 20:00:00,1,2025-06-02 19:00:00,18.7,0.0,7.4,clear,0,long_sleeves_light_layer,18.6,0,6.9,clear,0,long_sleeves_light_layer,0.1,0.0,0.5,1,1,1
FCST-001078,WS-001,2025-06-02 21:00:00,6,2025-06-02 15:00:00,17.4,0.2,10.7,clear,0,long_sleeves_light_layer,17.8,0,9.0,clear,0,long_sleeves_light_layer,-0.4,0.2,1.7,1,1,1
FCST-001079,WS-001,2025-06-02 22:00:00,12,2025-06-02 10:00:00,17.9,1.0,15.9,clear,0,long_sleeves_light_layer,16.4,0,11.2,clear,0,long_sleeves_light_layer,1.5,1.0,4.7,1,1,1
FCST-001080,WS-001,2025-06-02 23:00:00,24,2025-06-01 23:00:00,15.1,0,0,clear,0,long_sleeves_light_layer,15.4,0,0,clear,0,long_sleeves_light_layer,-0.3,0,0,1,1,1
FCST-001081,WS-008,2025-05-13 00:00:00,1,2025-05-12 23:00:00,16.1,0.0,0.6,clear,0,long_sleeves_light_layer,15.9,0,0,clear,0,long_sleeves_light_layer,0.2,0.0,0.6,1,1,1
FCST-001082,WS-008,2025-05-13 01:00:00,24,2025-05-12 01:00:00,10.3,0,0,fog,0,light_jacket_or_sweater,15.8,0,8.7,clear,0,long_sleeves_light_layer,-5.5,0,-8.7,1,0,0
FCST-001083,WS-008,2025-05-13 02:00:00,1,2025-05-13 01:00:00,16.2,0.0,5.2,clear,0,long_sleeves_light_layer,15.9,0,4.6,clear,0,long_sleeves_light_layer,0.3,0.0,0.6,1,1,1
FCST-001084,WS-008,2025-05-13 03:00:00,1,2025-05-13 02:00:00,15.8,0.0,3.6,clear,0,long_sleeves_light_layer,15.7,0,3.2,clear,0,long_sleeves_light_layer,0.1,0.0,0.4,1,1,1
FCST-001085,WS-008,2025-05-13 04:00:00,12,2025-05-12 16:00:00,18.1,0.6,1.2,clear,0,long_sleeves_light_layer,17.6,0,7.5,clear,0,long_sleeves_light_layer,0.5,0.6,-6.3,1,1,1
FCST-001086,WS-008,2025-05-13 05:00:00,1,2025-05-13 04:00:00,19.4,0.0,20.0,clear,0,long_sleeves_light_layer,19.3,0,19.3,clear,0,long_sleeves_light_layer,0.1,0.0,0.7,1,1,1
FCST-001087,WS-008,2025-05-13 06:00:00,1,2025-05-13 05:00:00,19.8,0.0,7.9,clear,0,long_sleeves_light_layer,19.9,0,8.0,clear,0,long_sleeves_light_layer,-0.1,0.0,-0.1,1,1,1
FCST-001088,WS-008,2025-05-13 07:00:00,24,2025-05-12 07:00:00,17.8,0,2.4,clear,0,long_sleeves_light_layer,21.8,0,3.0,clear,0,long_sleeves_light_layer,-4.0,0,-0.6,1,1,1
FCST-001089,WS-008,2025-05-13 08:00:00,24,2025-05-12 08:00:00,25.3,1.2,10.2,clear,0,t_shirt_comfortable,22.6,0,0,clear,0,t_shirt_comfortable,2.7,1.2,10.2,1,1,1
FCST-001090,WS-008,2025-05-13 09:00:00,6,2025-05-13 03:00:00,22.6,0.3,10.6,clear,0,t_shirt_comfortable,23.3,0,8.4,clear,0,t_shirt_comfortable,-0.7,0.3,2.2,1,1,1
FCST-001091,WS-008,2025-05-13 10:00:00,3,2025-05-13 07:00:00,24.9,0,15.9,clear,0,t_shirt_comfortable,25.8,0,17.5,clear,0,t_shirt_comfortable,-0.9,0,-1.6,1,1,1
FCST-001092,WS-008,2025-05-13 11:00:00,24,2025-05-12 11:00:00,23.6,0,9.0,clear,0,t_shirt_comfortable,25.5,0,12.1,clear,0,t_shirt_comfortable,-1.9,0,-3.1,1,1,1
FCST-001093,WS-008,2025-05-13 12:00:00,12,2025-05-13 00:00:00,26.5,0,0,clear,0,t_shirt_comfortable,24.7,0,7.8,clear,0,t_shirt_comfortable,1.8,0,-7.8,1,1,1
FCST-001094,WS-008,2025-05-13 13:00:00,24,2025-05-12 13:00:00,35.3,0,10.1,cloudy,0,very_light_clothing_stay_hydrated,26.7,0,16.2,clear,0,t_shirt_comfortable,8.6,0,-6.1,1,0,0
FCST-001095,WS-008,2025-05-13 14:00:00,12,2025-05-13 02:00:00,23.3,0,32.0,clear,0,t_shirt_comfortable,24.5,0,20.2,clear,0,t_shirt_comfortable,-1.2,0,11.8,1,1,1
FCST-001096,WS-008,2025-05-13 15:00:00,6,2025-05-13 09:00:00,20.8,0.2,0,clear,0,long_sleeves_light_layer,22.8,0,0,clear,0,t_shirt_comfortable,-2.0,0.2,0,1,0,1
FCST-001097,WS-008,2025-05-13 16:00:00,6,2025-05-13 10:00:00,25.4,0.5,15.6,clear,0,t_shirt_comfortable,24.8,0,11.4,clear,0,t_shirt_comfortable,0.6,0.5,4.2,1,1,1
FCST-001098,WS-008,2025-05-13 17:00:00,12,2025-05-13 05:00:00,22.4,0.5,21.1,clear,0,t_shirt_comfortable,20.9,0,12.6,clear,0,long_sleeves_light_layer,1.5,0.5,8.5,1,0,1
FCST-001099,WS-008,2025-05-13 18:00:00,24,2025-05-12 18:00:00,19.2,0,0,clear,0,long_sleeves_light_layer,19.9,0,0,clear,0,long_sleeves_light_layer,-0.7,0,0,1,1,1
FCST-001100,WS-008,2025-05-13 19:00:00,12,2025-05-13 07:00:00,17.8,0.5,11.6,clear,0,long_sleeves_light_layer,20.2,0,6.9,clear,0,long_sleeves_light_layer,-2.4,0.5,4.7,1,1,1
FCST-001101,WS-008,2025-05-13 20:00:00,1,2025-05-13 19:00:00,17.7,0.0,5.1,clear,0,long_sleeves_light_layer,17.7,0,5.5,clear,0,long_sleeves_light_layer,0.0,0.0,-0.4,1,1,1
FCST-001102,WS-008,2025-05-13 21:00:00,3,2025-05-13 18:00:00,17.0,0,2.8,clear,0,long_sleeves_light_layer,17.6,0,0,clear,0,long_sleeves_light_layer,-0.6,0,2.8,1,1,1
FCST-001103,WS-008,2025-05-13 22:00:00,6,2025-05-13 16:00:00,17.3,0.9,16.2,clear,0,long_sleeves_light_layer,16.9,0,14.9,clear,0,long_sleeves_light_layer,0.4,0.9,1.3,1,1,1
FCST-001104,WS-008,2025-05-13 23:00:00,24,2025-05-12 23:00:00,24.1,0,13.1,heavy_rain,1,t_shirt_comfortable,16.9,0,12.5,clear,0,long_sleeves_light_layer,7.2,0,0.6,0,0,0
FCST-001105,WS-007,2025-05-15 00:00:00,1,2025-05-14 23:00:00,5.7,0,6.0,clear,0,warm_jacket_layers,5.7,0,5.5,clear,0,warm_jacket_layers,0.0,0,0.5,1,1,1
FCST-001106,WS-007,2025-05-15 01:00:00,6,2025-05-14 19:00:00,5.4,0.3,12.7,clear,0,warm_jacket_layers,5.4,0,13.4,clear,0,warm_jacket_layers,0.0,0.3,-0.7,1,1,1
FCST-001107,WS-007,2025-05-15 02:00:00,1,2025-05-15 01:00:00,7.0,0,8.5,clear,0,warm_jacket_layers,7.0,0,8.0,clear,0,warm_jacket_layers,0.0,0,0.5,1,1,1
FCST-001108,WS-007,2025-05-15 03:00:00,6,2025-05-14 21:00:00,4.7,0.2,8.3,clear,0,warm_jacket_layers,6.9,0,5.7,clear,0,warm_jacket_layers,-2.2,0.2,2.6,1,1,1
FCST-001109,WS-007,2025-05-15 04:00:00,24,2025-05-14 04:00:00,9.0,0.3,12.5,clear,0,warm_jacket_layers,8.2,0,0,clear,0,long_sleeves_light_layer,0.8,0.3,12.5,1,0,1
FCST-001110,WS-007,2025-05-15 05:00:00,1,2025-05-15 04:00:00,8.2,0.1,17.0,clear,0,warm_jacket_layers,8.1,0,17.4,clear,0,warm_jacket_layers,0.1,0.1,-0.4,1,1,1
FCST-001111,WS-007,2025-05-15 06:00:00,12,2025-05-14 18:00:00,6.5,0,16.1,rain,1,warm_jacket_layers,10.4,0,3.9,clear,0,light_jacket_or_sweater,-3.9,0,12.2,0,0,0
FCST-001112,WS-007,2025-05-15 07:00:00,6,2025-05-15 01:00:00,12.2,0.6,1.1,clear,0,light_jacket_or_sweater,10.3,0,0,clear,0,light_jacket_or_sweater,1.9,0.6,1.1,1,1,1
FCST-001113,WS-007,2025-05-15 08:00:00,6,2025-05-15 02:00:00,14.4,0,9.8,clear,0,light_jacket_or_sweater,12.6,0,7.3,clear,0,light_jacket_or_sweater,1.8,0,2.5,1,1,1
FCST-001114,WS-007,2025-05-15 09:00:00,24,2025-05-14 09:00:00,4.6,0.4,14.5,cloudy,0,warm_jacket_layers,13.8,0,15.7,clear,0,light_jacket_or_sweater,-9.2,0.4,-1.2,1,0,0
FCST-001115,WS-007,2025-05-15 10:00:00,3,2025-05-15 07:00:00,13.9,0.1,8.6,clear,0,light_jacket_or_sweater,13.2,0,7.5,clear,0,light_jacket_or_sweater,0.7,0.1,1.1,1,1,1
FCST-001116,WS-007,2025-05-15 11:00:00,12,2025-05-14 23:00:00,16.8,0,13.3,clear,0,long_sleeves_light_layer,15.2,0,10.0,clear,0,long_sleeves_light_layer,1.6,0,3.3,1,1,1
FCST-001117,WS-007,2025-05-15 12:00:00,12,2025-05-15 00:00:00,14.4,0.6,0,clear,0,light_jacket_or_sweater,14.9,0,3.9,clear,0,light_jacket_or_sweater,-0.5,0.6,-3.9,1,1,1
FCST-001118,WS-007,2025-05-15 13:00:00,3,2025-05-15 10:00:00,17.8,0.1,0,clear,0,long_sleeves_light_layer,16.2,0,0,clear,0,long_sleeves_light_layer,1.6,0.1,0,1,1,1
FCST-001119,WS-007,2025-05-15 14:00:00,6,2025-05-15 08:00:00,14.0,0,9.2,clear,0,light_jacket_or_sweater,14.1,0,8.9,clear,0,light_jacket_or_sweater,-0.1,0,0.3,1,1,1
FCST-001120,WS-007,2025-05-15 15:00:00,6,2025-05-15 09:00:00,17.0,0.1,15.3,partly_cloudy,0,long_sleeves_light_layer,13.7,0,12.2,clear,0,light_jacket_or_sweater,3.3,0.1,3.1,1,0,0
FCST-001121,WS-007,2025-05-15 16:00:00,3,2025-05-15 13:00:00,13.1,0,6.2,clear,0,light_jacket_or_sweater,13.5,0,7.2,clear,0,light_jacket_or_sweater,-0.4,0,-1.0,1,1,1
FCST-001122,WS-007,2025-05-15 17:00:00,12,2025-05-15 05:00:00,9.4,0,1.7,clear,0,light_jacket_or_sweater,10.7,0,6.5,clear,0,light_jacket_or_sweater,-1.3,0,-4.8,1,1,1
FCST-001123,WS-007,2025-05-15 18:00:00,3,2025-05-15 15:00:00,9.8,0,18.7,clear,0,warm_jacket_layers,10.1,0,18.1,clear,0,light_jacket_or_sweater,-0.3,0,0.6,1,0,1
FCST-001124,WS-007,2025-05-15 19:00:00,24,2025-05-14 19:00:00,9.6,0,0,clear,0,long_sleeves_light_layer,10.3,0,0,clear,0,light_jacket_or_sweater,-0.7,0,0,1,0,1
FCST-001125,WS-007,2025-05-15 20:00:00,24,2025-05-14 20:00:00,3.8,0,6.3,partly_cloudy,0,warm_jacket_layers,8.4,0,2.0,clear,0,light_jacket_or_sweater,-4.6,0,4.3,1,0,0
FCST-001126,WS-007,2025-05-15 21:00:00,1,2025-05-15 20:00:00,8.0,0.1,15.6,clear,0,warm_jacket_layers,8.2,0,15.3,clear,0,warm_jacket_layers,-0.2,0.1,0.3,1,1,1
FCST-001127,WS-007,2025-05-15 22:00:00,3,2025-05-15 19:00:00,5.5,0,13.0,clear,0,warm_jacket_layers,5.8,0,12.7,clear,0,warm_jacket_layers,-0.3,0,0.3,1,1,1
FCST-001128,WS-007,2025-05-15 23:00:00,1,2025-05-15 22:00:00,4.6,0.1,13.5,clear,0,warm_jacket_layers,4.4,0,14.4,clear,0,warm_jacket_layers,0.2,0.1,-0.9,1,1,1
FCST-001129,WS-004,2025-02-07 00:00:00,3,2025-02-06 21:00:00,-12.0,1.0,9.1,snow,0,heavy_winter_coat_gloves_hat,-11.9,1.2,9.2,snow,0,heavy_winter_coat_gloves_hat,-0.1,-0.2,-0.1,1,1,1
FCST-001130,WS-004,2025-02-07 01:00:00,1,2025-02-07 00:00:00,-11.5,1.2,10.8,snow,0,heavy_winter_coat_gloves_hat,-11.4,1.2,11.1,snow,0,heavy_winter_coat_gloves_hat,-0.1,0.0,-0.3,1,1,1
FCST-001131,WS-004,2025-02-07 02:00:00,24,2025-02-06 02:00:00,-7.7,0.5,0,cloudy,0,light_jacket_or_sweater,-11.1,0.5,0,snow,0,warm_jacket_layers,3.4,0.0,0,1,0,0
FCST-001132,WS-004,2025-02-07 03:00:00,12,2025-02-06 15:00:00,-11.9,2.6,14.9,snow,1,heavy_winter_coat_gloves_hat,-9.3,1.8,13.6,snow,0,heavy_winter_coat_gloves_hat,-2.6,0.8,1.3,0,1,1
FCST-001133,WS-004,2025-02-07 04:00:00,24,2025-02-06 04:00:00,-14.1,1.9,15.0,clear,0,heavy_winter_coat_gloves_hat,-9.4,1.4,3.3,snow,0,heavy_winter_coat_gloves_hat,-4.7,0.5,11.7,1,1,0
FCST-001134,WS-004,2025-02-07 05:00:00,24,2025-02-06 05:00:00,-2.4,0.9,7.7,snow,0,winter_coat_scarf_gloves,-7.5,1.0,2.9,snow,0,winter_coat_scarf_gloves,5.1,-0.1,4.8,1,1,1
FCST-001135,WS-004,2025-02-07 06:00:00,1,2025-02-07 05:00:00,-6.2,0.4,1.9,snow,0,winter_coat_scarf_gloves,-6.1,0.4,1.3,snow,0,winter_coat_scarf_gloves,-0.1,0.0,0.6,1,1,1
FCST-001136,WS-004,2025-02-07 07:00:00,1,2025-02-07 06:00:00,-6.0,0.2,8.9,snow,0,heavy_winter_coat_gloves_hat,-5.8,0.2,9.1,snow,0,winter_coat_scarf_gloves,-0.2,0.0,-0.2,1,0,1
FCST-001137,WS-004,2025-02-07 08:00:00,6,2025-02-07 02:00:00,-4.0,0.2,11.8,snow,0,winter_coat_scarf_gloves,-3.6,0.2,9.6,snow,0,winter_coat_scarf_gloves,-0.4,0.0,2.2,1,1,1
FCST-001138,WS-004,2025-02-07 09:00:00,1,2025-02-07 08:00:00,-2.2,1.1,12.2,snow,0,winter_coat_scarf_gloves,-2.2,1.1,12.5,snow,0,winter_coat_scarf_gloves,0.0,0.0,-0.3,1,1,1
FCST-001139,WS-004,2025-02-07 10:00:00,6,2025-02-07 04:00:00,-2.2,1.5,5.9,snow,0,winter_coat_scarf_gloves,-2.4,1.3,6.6,snow,0,winter_coat_scarf_gloves,0.2,0.2,-0.7,1,1,1
FCST-001140,WS-004,2025-02-07 11:00:00,24,2025-02-06 11:00:00,-7.7,0.9,0,partly_cloudy,0,light_jacket_or_sweater,-2.5,2.1,8.1,snow,1,winter_coat_scarf_gloves,-5.2,-1.2,-8.1,0,0,0
FCST-001141,WS-004,2025-02-07 12:00:00,3,2025-02-07 09:00:00,-1.4,1.5,0,snow,0,light_jacket_or_sweater,-1.3,1.6,1.1,snow,0,warm_jacket_layers,-0.1,-0.1,-1.1,1,0,1
FCST-001142,WS-004,2025-02-07 13:00:00,24,2025-02-06 13:00:00,4.0,2.3,7.0,heavy_snow,0,warm_jacket_layers,-1.7,0.1,14.2,snow,0,winter_coat_scarf_gloves,5.7,2.2,-7.2,1,0,0
FCST-001143,WS-004,2025-02-07 14:00:00,3,2025-02-07 11:00:00,-2.4,1.4,1.9,snow,0,winter_coat_scarf_gloves,-2.6,1.6,2.3,snow,0,winter_coat_scarf_gloves,0.2,-0.2,-0.4,1,1,1
FCST-001144,WS-004,2025-02-07 15:00:00,24,2025-02-06 15:00:00,0.2,1.7,0,snow,0,light_jacket_or_sweater,-3.7,0.3,0.2,snow,0,warm_jacket_layers,3.9,1.4,-0.2,1,0,1
FCST-001145,WS-004,2025-02-07 16:00:00,3,2025-02-07 13:00:00,-3.9,1.7,1.0,snow,0,winter_coat_scarf_gloves,-4.7,1.7,0,snow,0,light_jacket_or_sweater,0.8,0.0,1.0,1,0,1
FCST-001146,WS-004,2025-02-07 17:00:00,1,2025-02-07 16:00:00,-4.9,1.1,19.3,snow,0,heavy_winter_coat_gloves_hat,-4.7,1.1,19.1,snow,0,heavy_winter_coat_gloves_hat,-0.2,0.0,0.2,1,1,1
FCST-001147,WS-004,2025-02-07 18:00:00,3,2025-02-07 15:00:00,-7.3,1.6,15.8,snow,0,heavy_winter_coat_gloves_hat,-7.1,1.3,14.2,snow,0,heavy_winter_coat_gloves_hat,-0.2,0.3,1.6,1,1,1
FCST-001148,WS-004,2025-02-07 19:00:00,3,2025-02-07 16:00:00,-7.6,2.3,4.7,snow,1,winter_coat_scarf_gloves,-7.2,2.3,3.1,snow,1,winter_coat_scarf_gloves,-0.4,0.0,1.6,1,1,1
FCST-001149,WS-004,2025-02-07 20:00:00,24,2025-02-06 20:00:00,-10.5,0.2,23.7,snow,0,heavy_winter_coat_gloves_hat,-8.7,1.3,9.2,snow,0,heavy_winter_coat_gloves_hat,-1.8,-1.1,14.5,1,1,1
FCST-001150,WS-004,2025-02-07 21:00:00,24,2025-02-06 21:00:00,-11.4,1.4,22.3,snow,0,heavy_winter_coat_gloves_hat,-10.1,1.9,11.7,snow,0,heavy_winter_coat_gloves_hat,-1.3,-0.5,10.6,1,1,1
FCST-001151,WS-004,2025-02-07 22:00:00,1,2025-02-07 21:00:00,-10.5,1.5,12.0,snow,0,heavy_winter_coat_gloves_hat,-10.5,1.5,11.7,snow,0,heavy_winter_coat_gloves_hat,0.0,0.0,0.3,1,1,1
FCST-001152,WS-004,2025-02-07 23:00:00,1,2025-02-07 22:00:00,-11.4,0.8,0.3,snow,0,winter_coat_scarf_gloves,-11.1,0.8,0,snow,0,warm_jacket_layers,-0.3,0.0,0.3,1,0,1
FCST-001153,WS-005,2025-01-23 00:00:00,3,2025-01-22 21:00:00,-17.6,0.5,2.8,snow,0,heavy_winter_coat_gloves_hat,-17.4,0.4,0,snow,0,warm_jacket_layers,-0.2,0.1,2.8,1,0,1
FCST-001154,WS-005,2025-01-23 01:00:00,6,2025-01-22 19:00:00,-15.0,1.5,7.9,snow,0,heavy_winter_coat_gloves_hat,-14.1,1.3,10.2,snow,0,heavy_winter_coat_gloves_hat,-0.9,0.2,-2.3,1,1,1
FCST-001155,WS-005,2025-01-23 02:00:00,6,2025-01-22 20:00:00,-14.6,0.7,8.6,snow,0,heavy_winter_coat_gloves_hat,-15.6,1.1,13.0,snow,0,heavy_winter_coat_gloves_hat,1.0,-0.4,-4.4,1,1,1
FCST-001156,WS-005,2025-01-23 03:00:00,3,2025-01-23 00:00:00,-13.7,0.9,4.8,snow,0,heavy_winter_coat_gloves_hat,-14.5,1.2,4.9,snow,0,heavy_winter_coat_gloves_hat,0.8,-0.3,-0.1,1,1,1
FCST-001157,WS-005,2025-01-23 04:00:00,1,2025-01-23 03:00:00,-15.0,1.2,14.2,snow,0,heavy_winter_coat_gloves_hat,-15.1,1.2,14.1,snow,0,heavy_winter_coat_gloves_hat,0.1,0.0,0.1,1,1,1
FCST-001158,WS-005,2025-01-23 05:00:00,24,2025-01-22 05:00:00,-11.3,0.4,9.8,partly_cloudy,0,heavy_winter_coat_gloves_hat,-11.7,0.0,9.6,partly_cloudy,0,heavy_winter_coat_gloves_hat,0.4,0.4,0.2,1,1,1
FCST-001159,WS-005,2025-01-23 06:00:00,1,2025-01-23 05:00:00,-10.9,0.8,12.3,snow,0,heavy_winter_coat_gloves_hat,-10.8,0.8,11.9,snow,0,heavy_winter_coat_gloves_hat,-0.1,0.0,0.4,1,1,1
