summary_id,station_id,station_name,climate_zone,date,month,day_of_week,is_weekend,season,temp_min_c,temp_max_c,temp_avg_c,feels_like_min_c,feels_like_max_c,total_precipitation_mm,snow_hours,rain_hours,max_wind_kmh,max_gust_kmh,avg_humidity_pct,max_uv_index,dominant_condition,thunderstorm_occurred,avg_outdoor_suitability,best_outdoor_hour,umbrella_recommended,clothing_morning,clothing_afternoon,clothing_evening,day_summary_text
DAY-00453,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-01,4,1,0,spring,2.5,14.5,8.3,0.7,19.3,15.3,0,24,16.8,32.5,78.8,3.2,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 2.5–14.5°C. Rain 15.3mm. Best time outdoors: 6:00.
DAY-00454,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-02,4,2,0,spring,5.5,15.3,10.2,2.6,18.3,20.8,0,24,16.9,31.1,77.0,3.4,drizzle,0,6.0,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.5–15.3°C. Rain 20.8mm. Best time outdoors: 6:00.
DAY-00455,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-03,4,3,0,spring,7.0,17.4,12.0,4.6,18.0,26.6,0,23,20.2,31.3,79.3,2.9,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 7.0–17.4°C. Rain 26.6mm. Best time outdoors: 6:00.
DAY-00456,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-04,4,4,0,spring,2.0,13.0,7.6,-1.9,19.1,0,0,0,20.6,39.6,46.3,5.7,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.0–13.0°C. Best time outdoors: 6:00.
DAY-00457,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-05,4,5,1,spring,-1.8,10.0,4.3,-5.2,12.4,0,0,0,23.9,41.9,51.8,5.8,clear,0,9.7,6,0,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Clear day. Temp -1.8–10.0°C. Best time outdoors: 6:00.
DAY-00458,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-06,4,6,1,spring,0.5,11.0,6.1,-3.4,17.3,0,0,0,18.3,26.9,49.2,6.1,clear,0,10.0,6,0,long_sleeves_light_layer,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 0.5–11.0°C. Best time outdoors: 6:00.
DAY-00459,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-07,4,0,0,spring,6.3,17.4,11.9,4.0,18.1,0,0,0,18.8,35.5,51.1,5.6,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 6.3–17.4°C. Best time outdoors: 6:00.
DAY-00460,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-08,4,1,0,spring,1.8,13.0,6.7,-0.3,17.4,9.7,0,22,16.6,30.4,78.7,3.0,drizzle,0,6.3,7,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 1.8–13.0°C. Rain 9.7mm. Best time outdoors: 7:00.
DAY-00461,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-09,4,2,0,spring,0.1,10.8,5.4,-2.1,14.8,0,0,0,18.0,33.7,48.1,5.0,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 0.1–10.8°C. Best time outdoors: 6:00.
DAY-00462,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-10,4,3,0,spring,3.6,16.4,10.5,2.6,19.3,20.3,0,23,20.0,32.4,78.7,3.3,drizzle,0,6.2,11,1,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Drizzle day. Temp 3.6–16.4°C. Rain 20.3mm. Best time outdoors: 11:00.
DAY-00463,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-11,4,4,0,spring,1.6,12.2,7.1,-2.1,19.2,0,0,0,18.0,31.0,56.0,6.2,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.6–12.2°C. Best time outdoors: 6:00.
DAY-00464,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-12,4,5,1,spring,6.9,17.4,12.0,4.1,19.0,0,0,0,26.1,49.6,46.0,6.2,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 6.9–17.4°C. Best time outdoors: 6:00.
DAY-00465,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-13,4,6,1,spring,2.4,15.4,8.5,-1.0,17.1,23.3,0,24,21.4,37.3,76.4,3.1,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,long_sleeves_light_layer,Drizzle day. Temp 2.4–15.4°C. Rain 23.3mm. Best time outdoors: 6:00.
DAY-00466,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-14,4,0,0,spring,7.5,19.2,13.3,4.9,19.2,17.3,0,23,14.5,25.7,74.9,2.8,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.5–19.2°C. Rain 17.3mm. Best time outdoors: 6:00.
DAY-00467,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-15,4,1,0,spring,5.5,16.8,11.2,2.3,18.3,0,0,0,17.9,25.3,47.4,6.1,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 5.5–16.8°C. Best time outdoors: 6:00.
DAY-00468,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-16,4,2,0,spring,3.8,16.7,10.7,2.4,16.7,26.5,0,23,13.6,25.8,77.0,3.4,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Drizzle day. Temp 3.8–16.7°C. Rain 26.5mm. Best time outdoors: 6:00.
DAY-00469,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-17,4,3,0,spring,-5.0,6.2,0.7,-9.2,16.3,24.0,11,13,17.9,28.6,76.5,3.1,drizzle,0,3.6,6,1,winter_coat_scarf_gloves,warm_jacket_layers,winter_coat_scarf_gloves,Drizzle day. Temp -5.0–6.2°C. Rain 24.0mm. Best time outdoors: 6:00.
DAY-00470,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-18,4,4,0,spring,3.0,14.9,8.6,-0.5,18.6,0,0,0,19.0,33.3,48.6,5.8,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 3.0–14.9°C. Best time outdoors: 6:00.
DAY-00471,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-19,4,5,1,spring,9.1,19.6,14.0,7.8,19.6,22.3,0,22,18.4,29.5,76.4,3.3,drizzle,0,6.3,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 9.1–19.6°C. Rain 22.3mm. Best time outdoors: 6:00.
DAY-00472,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-20,4,6,1,spring,1.4,14.0,6.8,-3.3,14.0,21.9,0,23,20.4,30.0,75.9,2.6,drizzle,0,6.2,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 1.4–14.0°C. Rain 21.9mm. Best time outdoors: 6:00.
DAY-00473,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-21,4,0,0,spring,5.9,16.5,11.0,4.3,16.5,0,0,0,15.3,25.9,49.4,6.1,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 5.9–16.5°C. Best time outdoors: 6:00.
DAY-00474,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-22,4,1,0,spring,2.3,12.9,7.0,-1.3,18.8,18.1,0,24,17.4,28.0,77.1,2.9,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 2.3–12.9°C. Rain 18.1mm. Best time outdoors: 6:00.
DAY-00475,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-23,4,2,0,spring,-2.3,9.7,3.5,-5.9,19.1,0,0,0,17.0,30.7,49.9,6.1,clear,0,9.3,6,0,warm_jacket_layers,long_sleeves_light_layer,winter_coat_scarf_gloves,Clear day. Temp -2.3–9.7°C. Best time outdoors: 6:00.
DAY-00476,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-24,4,3,0,spring,3.7,14.6,9.5,0.6,17.0,18.2,0,24,17.2,33.4,78.6,2.9,drizzle,0,6.0,6,1,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Drizzle day. Temp 3.7–14.6°C. Rain 18.2mm. Best time outdoors: 6:00.
DAY-00477,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-25,4,4,0,spring,2.7,13.3,7.6,-0.8,19.1,0,0,0,18.2,35.0,49.6,6.0,clear,0,10.0,6,0,long_sleeves_light_layer,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.7–13.3°C. Best time outdoors: 6:00.
DAY-00478,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-26,4,5,1,spring,-1.1,11.2,5.2,-5.1,18.2,19.7,1,23,22.6,36.5,78.0,3.2,drizzle,0,5.7,6,1,warm_jacket_layers,light_jacket_or_sweater,long_sleeves_light_layer,Drizzle day. Temp -1.1–11.2°C. Rain 19.7mm. Best time outdoors: 6:00.
DAY-00479,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-27,4,6,1,spring,3.8,13.5,8.8,0.4,17.2,0,0,0,21.4,34.4,53.5,5.4,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 3.8–13.5°C. Best time outdoors: 6:00.
DAY-00480,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-28,4,0,0,spring,6.2,18.1,12.4,3.3,18.1,6.1,0,23,18.0,33.0,78.8,3.4,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 6.2–18.1°C. Rain 6.1mm. Best time outdoors: 6:00.
DAY-00481,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-29,4,1,0,spring,3.9,14.6,9.4,1.4,15.5,0,0,0,22.8,29.2,49.8,6.0,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 3.9–14.6°C. Best time outdoors: 6:00.
DAY-00482,WS-003,Sivas Sanayi,semi-arid_continental,2025-04-30,4,2,0,spring,4.3,14.1,9.4,-0.3,18.1,0,0,0,25.4,48.1,52.8,5.9,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 4.3–14.1°C. Best time outdoors: 6:00.
DAY-00483,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-01,5,3,0,spring,9.4,20.9,15.2,8.4,20.9,9.2,0,22,19.8,38.8,78.0,3.6,drizzle,0,6.3,7,1,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 9.4–20.9°C. Rain 9.2mm. Best time outdoors: 7:00.
DAY-00484,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-02,5,4,0,spring,7.3,19.3,13.0,6.6,19.3,0,0,0,23.9,33.5,50.7,7.6,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 7.3–19.3°C. Best time outdoors: 6:00.
DAY-00485,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-03,5,5,1,spring,2.6,13.5,8.1,-2.2,16.4,2.6,0,20,28.7,57.3,75.4,4.6,drizzle,0,6.6,7,1,light_jacket_or_sweater,light_jacket_or_sweater,long_sleeves_light_layer,Drizzle day. Temp 2.6–13.5°C. Rain 2.6mm. Best time outdoors: 7:00.
DAY-00486,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-04,5,6,1,spring,3.5,14.3,8.8,-0.5,19.0,25.8,0,24,20.3,40.5,79.1,4.2,drizzle,0,6.0,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 3.5–14.3°C. Rain 25.8mm. Best time outdoors: 6:00.
DAY-00487,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-05,5,0,0,spring,2.8,15.0,8.6,-0.1,15.0,0,0,0,22.0,34.4,47.6,8.5,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.8–15.0°C. Best time outdoors: 6:00.
DAY-00488,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-06,5,1,0,spring,3.1,14.8,9.1,0.9,18.7,0,0,0,21.4,31.5,46.3,8.2,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,long_sleeves_light_layer,Clear day. Temp 3.1–14.8°C. Best time outdoors: 6:00.
DAY-00489,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-07,5,2,0,spring,6.0,17.3,12.2,2.7,18.8,0,0,0,18.4,30.6,48.5,8.3,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,warm_jacket_layers,Clear day. Temp 6.0–17.3°C. Best time outdoors: 6:00.
DAY-00490,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-08,5,3,0,spring,6.9,18.0,12.5,4.8,18.0,12.9,0,24,17.6,33.7,76.8,4.1,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 6.9–18.0°C. Rain 12.9mm. Best time outdoors: 6:00.
DAY-00491,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-09,5,4,0,spring,4.8,17.6,9.9,1.9,18.0,17.1,0,23,15.8,25.2,80.2,4.1,drizzle,0,6.2,9,1,light_jacket_or_sweater,light_jacket_or_sweater,light_jacket_or_sweater,Drizzle day. Temp 4.8–17.6°C. Rain 17.1mm. Best time outdoors: 9:00.
DAY-00492,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-10,5,5,1,spring,7.9,19.8,13.5,6.6,19.8,10.7,0,24,18.5,29.5,77.7,4.4,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 7.9–19.8°C. Rain 10.7mm. Best time outdoors: 6:00.
DAY-00493,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-11,5,6,1,spring,4.2,16.8,10.4,1.8,16.8,0,0,0,24.2,48.0,51.8,7.8,clear,0,10.0,6,0,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 4.2–16.8°C. Best time outdoors: 6:00.
DAY-00494,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-12,5,0,0,spring,8.7,19.4,13.9,6.9,19.4,0,0,0,18.8,35.2,44.2,8.2,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.7–19.4°C. Best time outdoors: 6:00.
DAY-00495,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-13,5,1,0,spring,4.8,15.7,10.0,1.1,16.8,0,0,0,27.6,43.1,44.3,7.9,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 4.8–15.7°C. Best time outdoors: 6:00.
DAY-00496,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-14,5,2,0,spring,1.7,12.7,7.1,-1.0,16.2,0,0,0,19.2,31.2,43.8,8.2,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.7–12.7°C. Best time outdoors: 6:00.
DAY-00497,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-15,5,3,0,spring,1.5,12.7,7.1,-1.6,12.7,0,0,0,24.4,43.5,47.0,7.8,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 1.5–12.7°C. Best time outdoors: 6:00.
DAY-00498,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-16,5,4,0,spring,10.6,22.4,16.2,10.6,22.4,0,0,0,16.1,24.9,50.6,8.0,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.6–22.4°C. Best time outdoors: 6:00.
DAY-00499,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-17,5,5,1,spring,5.0,17.0,11.7,1.6,18.7,0,0,0,23.0,32.7,51.5,8.3,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 5.0–17.0°C. Best time outdoors: 6:00.
DAY-00500,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-18,5,6,1,spring,1.5,12.6,7.2,-1.1,14.1,6.3,0,24,19.4,28.7,81.8,4.5,drizzle,0,6.0,6,1,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 1.5–12.6°C. Rain 6.3mm. Best time outdoors: 6:00.
DAY-00501,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-19,5,0,0,spring,5.7,16.7,10.7,1.7,16.7,14.9,0,24,22.5,31.8,76.3,4.2,drizzle,0,6.0,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.7–16.7°C. Rain 14.9mm. Best time outdoors: 6:00.
DAY-00502,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-20,5,1,0,spring,7.5,18.6,12.9,5.5,18.6,0,0,0,18.7,31.0,51.6,7.5,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 7.5–18.6°C. Best time outdoors: 6:00.
DAY-00503,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-21,5,2,0,spring,8.9,18.5,13.7,6.5,19.2,27.9,0,24,16.7,27.8,77.2,3.9,drizzle,0,6.0,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 8.9–18.5°C. Rain 27.9mm. Best time outdoors: 6:00.
DAY-00504,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-22,5,3,0,spring,6.6,17.2,12.1,4.9,18.3,0,0,0,19.4,25.5,50.6,8.2,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 6.6–17.2°C. Best time outdoors: 6:00.
DAY-00505,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-23,5,4,0,spring,4.1,15.7,10.3,1.7,15.7,17.7,0,23,19.3,32.9,80.3,4.1,drizzle,0,6.2,6,1,light_jacket_or_sweater,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 4.1–15.7°C. Rain 17.7mm. Best time outdoors: 6:00.
DAY-00506,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-24,5,5,1,spring,5.6,16.9,11.3,3.4,16.9,3.6,0,20,17.1,30.4,79.7,4.1,drizzle,0,6.7,13,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 5.6–16.9°C. Rain 3.6mm. Best time outdoors: 13:00.
DAY-00507,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-25,5,6,1,spring,5.0,15.9,10.1,1.2,19.2,17.3,0,24,19.9,36.1,76.7,4.2,drizzle,0,6.0,6,1,long_sleeves_light_layer,light_jacket_or_sweater,warm_jacket_layers,Drizzle day. Temp 5.0–15.9°C. Rain 17.3mm. Best time outdoors: 6:00.
DAY-00508,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-26,5,0,0,spring,4.8,15.1,10.2,1.7,16.5,0,0,0,21.0,39.7,52.2,7.6,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 4.8–15.1°C. Best time outdoors: 6:00.
DAY-00509,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-27,5,1,0,spring,7.9,18.8,13.8,6.6,18.8,0,0,0,13.5,23.9,46.2,8.0,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 7.9–18.8°C. Best time outdoors: 6:00.
DAY-00510,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-28,5,2,0,spring,2.5,13.7,8.3,-0.6,18.7,0,0,0,19.1,30.5,52.0,8.0,clear,0,10.0,6,0,warm_jacket_layers,light_jacket_or_sweater,warm_jacket_layers,Clear day. Temp 2.5–13.7°C. Best time outdoors: 6:00.
DAY-00511,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-29,5,3,0,spring,6.6,17.7,12.2,3.5,17.7,22.2,0,23,19.7,39.0,80.3,3.5,drizzle,0,6.2,6,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 6.6–17.7°C. Rain 22.2mm. Best time outdoors: 6:00.
DAY-00512,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-30,5,4,0,spring,13.6,26.3,19.9,13.6,26.3,15.3,0,23,19.3,32.8,76.5,3.7,drizzle,0,6.2,11,1,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 13.6–26.3°C. Rain 15.3mm. Best time outdoors: 11:00.
DAY-00513,WS-003,Sivas Sanayi,semi-arid_continental,2025-05-31,5,5,1,spring,6.6,18.1,12.2,4.1,18.1,28.6,0,23,13.9,23.6,79.8,4.0,drizzle,0,6.2,8,1,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Drizzle day. Temp 6.6–18.1°C. Rain 28.6mm. Best time outdoors: 8:00.
DAY-00514,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-01,6,6,1,summer,10.1,20.8,15.3,10.1,20.8,0,0,0,21.1,34.9,48.8,9.0,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.1–20.8°C. Best time outdoors: 6:00.
DAY-00515,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-02,6,0,0,summer,10.2,22.4,16.5,10.2,22.4,0,0,0,24.6,42.7,52.8,9.3,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.2–22.4°C. Best time outdoors: 6:00.
DAY-00516,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-03,6,1,0,summer,11.8,23.9,18.6,11.8,23.9,0,0,0,17.0,27.8,52.8,9.5,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 11.8–23.9°C. Best time outdoors: 6:00.
DAY-00517,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-04,6,2,0,summer,11.1,21.7,16.3,11.1,21.7,0,0,0,20.4,33.0,51.8,9.6,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 11.1–21.7°C. Best time outdoors: 6:00.
DAY-00518,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-05,6,3,0,summer,8.2,19.4,14.4,7.2,19.4,0,0,0,24.7,36.0,53.5,9.4,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.2–19.4°C. Best time outdoors: 6:00.
DAY-00519,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-06,6,4,0,summer,14.0,24.6,19.2,14.0,24.6,0,0,0,28.9,37.1,52.2,7.5,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 14.0–24.6°C. Best time outdoors: 6:00.
DAY-00520,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-07,6,5,1,summer,14.5,26.9,20.4,14.5,26.9,25.2,0,23,17.0,27.7,81.4,5.3,drizzle,0,6.2,15,1,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 14.5–26.9°C. Rain 25.2mm. Best time outdoors: 15:00.
DAY-00521,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-08,6,6,1,summer,16.6,27.6,21.9,16.6,31.8,12.9,0,23,16.6,31.8,80.3,4.5,drizzle,0,6.2,8,1,t_shirt_comfortable,t_shirt_comfortable,long_sleeves_light_layer,Drizzle day. Temp 16.6–27.6°C. Rain 12.9mm. Best time outdoors: 8:00.
DAY-00522,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-09,6,0,0,summer,10.3,21.1,15.9,10.3,21.1,0,0,0,17.7,29.2,48.9,8.9,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 10.3–21.1°C. Best time outdoors: 6:00.
DAY-00523,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-10,6,1,0,summer,11.3,23.7,17.9,11.3,23.7,0,0,0,22.2,42.4,47.8,9.2,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,long_sleeves_light_layer,Clear day. Temp 11.3–23.7°C. Best time outdoors: 6:00.
DAY-00524,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-11,6,2,0,summer,8.9,20.2,14.4,7.4,20.2,0,0,0,18.4,27.0,50.9,8.6,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 8.9–20.2°C. Best time outdoors: 6:00.
DAY-00525,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-12,6,3,0,summer,12.9,24.2,18.9,12.9,24.2,0,0,0,16.2,29.2,48.9,9.0,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 12.9–24.2°C. Best time outdoors: 6:00.
DAY-00526,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-13,6,4,0,summer,12.1,21.6,16.7,12.1,21.6,0,0,0,19.5,33.2,48.0,9.0,clear,0,10.0,6,0,long_sleeves_light_layer,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 12.1–21.6°C. Best time outdoors: 6:00.
DAY-00527,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-14,6,5,1,summer,17.6,29.4,23.3,17.6,33.1,10.7,0,24,20.0,34.8,77.2,3.5,drizzle,0,6.0,6,1,t_shirt_comfortable,light_breathable_clothing,long_sleeves_light_layer,Drizzle day. Temp 17.6–29.4°C. Rain 10.7mm. Best time outdoors: 6:00.
DAY-00528,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-15,6,6,1,summer,6.8,16.9,11.8,3.7,17.4,0,0,0,27.0,49.8,54.5,8.1,clear,0,10.0,6,0,light_jacket_or_sweater,long_sleeves_light_layer,light_jacket_or_sweater,Clear day. Temp 6.8–16.9°C. Best time outdoors: 6:00.
DAY-00529,WS-003,Sivas Sanayi,semi-arid_continental,2025-06-16,6,0,0,summer,14.6,25.8,19.5,14.6,25.8,0,0,0,15.0,26.6,51.7,8.6,clear,0,10.0,6,0,long_sleeves_light_layer,t_shirt_comfortable,long_sleeves_light_layer,Clear day. Temp 14.6–25.8°C. Best time outdoors: 6:00.
